1.6141e-06,2.0009e-06,2.4705e-06,3.044e-06,3.7518e-06,4.6389e-06,5.7725e-06,7.2533e-06,9.232e-06,1.1933e-05,1.5686e-05,2.0975e-05,2.85e-05,3.9263e-05,5.4684e-05,7.6759e-05,0.00010826,0.00015302,0.00021624,0.00030496,0.0004286,0.00059962,0.00083436,0.001154,0.0015858,0.0021642,0.0029326,0.0039447,0.0052662,0.0069765,0.0091702,0.011958,0.015468,0.019845,0.025249,0.031856,0.039851,0.049424,0.060764,0.07405,0.089439,0.10706,0.12699,0.14925,0.17379,0.2005,0.22914,0.25941,0.29089,0.32309,0.3554,0.38719,0.41773,0.4463,0.47218,0.49467,0.51316,0.52712,0.53613,0.53995,0.53846,0.53175,0.52005,0.50376,0.48344,0.45976,0.43353,0.40561,0.37695,0.3485,0.32125,0.29616,0.27418,0.25622,0.24314,0.23574,0.23477,0.24089,0.25471,0.2767,0.30724,0.34655,0.39471,0.45158,0.5168,0.58976,0.66958,0.7551,0.8449,0.93728,1.0303,1.1219,1.2098,1.2918,1.3656,1.4292,1.4808,1.5187,1.5419,1.5496
2.6352e-06,3.2554e-06,4.0008e-06,4.8993e-06,5.9904e-06,7.3317e-06,9.008e-06,1.1146e-05,1.3935e-05,1.7654e-05,2.2716e-05,2.972e-05,3.953e-05,5.3382e-05,7.3015e-05,0.00010086,0.00014029,0.00019589,0.00027392,0.00038274,0.00053348,0.00074078,0.0010237,0.0014069,0.0019216,0.0026076,0.0035141,0.0047021,0.0062457,0.0082342,0.010773,0.013986,0.018014,0.023018,0.029174,0.036674,0.045721,0.056521,0.069278,0.084186,0.10141,0.12109,0.1433,0.16806,0.19532,0.22492,0.25663,0.29008,0.32483,0.36031,0.39588,0.43081,0.46433,0.49565,0.52395,0.5485,0.56861,0.58371,0.59335,0.59727,0.59535,0.58768,0.57453,0.55635,0.53373,0.50745,0.47838,0.44748,0.41577,0.38433,0.35422,0.32652,0.30227,0.28245,0.26801,0.25985,0.25877,0.26551,0.28072,0.30494,0.33857,0.38187,0.4349,0.49752,0.56933,0.64965,0.73752,0.83167,0.93051,1.0322,1.1346,1.2354,1.3321,1.4223,1.5036,1.5736,1.6303,1.672,1.6975,1.706
4.2671e-06,5.2567e-06,6.4361e-06,7.8426e-06,9.5271e-06,1.1563e-05,1.4056e-05,1.7165e-05,2.1125e-05,2.6284e-05,3.3153e-05,4.2473e-05,5.531e-05,7.3181e-05,9.8215e-05,0.00013337,0.00018273,0.00025183,0.00034813,0.0004816,0.00066539,0.00091666,0.0012577,0.0017168,0.0023303,0.0031433,0.0042118,0.0056047,0.0074052,0.0097128,0.012645,0.016337,0.020946,0.026646,0.03363,0.042106,0.052291,0.064408,0.078675,0.095295,0.11445,0.13626,0.16083,0.18816,0.21817,0.25071,0.28549,0.32212,0.3601,0.39882,0.43757,0.47556,0.51196,0.54589,0.5765,0.60296,0.62455,0.64065,0.6508,0.65468,0.65221,0.64348,0.62879,0.60863,0.58368,0.55475,0.52281,0.4889,0.45416,0.41973,0.38679,0.35649,0.32998,0.30832,0.29255,0.28363,0.28244,0.2898,0.30639,0.3328,0.36948,0.41668,0.4745,0.54276,0.62102,0.70856,0.80432,0.90692,1.0146,1.1254,1.2369,1.3467,1.4521,1.5504,1.6389,1.7151,1.7768,1.8223,1.85,1.8591
6.85e-06,8.4197e-06,1.0278e-05,1.2474e-05,1.5073e-05,1.8168e-05,2.189e-05,2.6437e-05,3.2099e-05,3.9304e-05,4.8682e-05,6.1145e-05,7.8004e-05,0.00010111,0.00013308,0.0001775,0.00023929,0.00032515,0.00044399,0.00060765,0.00083166,0.0011362,0.0015471,0.0020973,0.0028282,0.0037914,0.0050505,0.0066826,0.0087808,0.011456,0.014836,0.019072,0.024332,0.030807,0.038704,0.048246,0.059664,0.073194,0.089065,0.10749,0.12865,0.15268,0.17966,0.20959,0.24238,0.27784,0.31565,0.3554,0.39652,0.43836,0.48016,0.52105,0.56013,0.59649,0.62918,0.65735,0.68021,0.69712,0.70757,0.71127,0.7081,0.69819,0.68187,0.65967,0.63233,0.60075,0.56595,0.52908,0.49135,0.45399,0.41828,0.38547,0.35676,0.33332,0.31626,0.30662,0.30534,0.31328,0.3312,0.35973,0.39932,0.45029,0.51269,0.58636,0.67081,0.76527,0.86858,0.97924,1.0954,1.2149,1.3352,1.4536,1.5672,1.6731,1.7685,1.8506,1.9171,1.9661,1.9959,2.0057
1.0898e-05,1.3371e-05,1.6283e-05,1.9698e-05,2.3701e-05,2.8406e-05,3.3977e-05,4.0654e-05,4.8793e-05,5.8916e-05,7.1793e-05,8.8541e-05,0.00011076,0.00014072,0.00018158,0.00023771,0.00031507,0.00042168,0.00056822,0.00076875,0.0010416,0.0014104,0.0019054,0.0025644,0.0034351,0.0045762,0.0060593,0.0079712,0.010415,0.013513,0.017407,0.02226,0.028254,0.035594,0.044501,0.05521,0.067966,0.083013,0.10059,0.12091,0.14416,0.17047,0.1999,0.23246,0.26801,0.30634,0.34712,0.38986,0.43397,0.47875,0.52336,0.5669,0.60841,0.6469,0.6814,0.71098,0.73484,0.75229,0.76281,0.7661,0.76207,0.75084,0.73279,0.70851,0.67877,0.64455,0.60696,0.5672,0.52657,0.48641,0.44805,0.41283,0.38204,0.35693,0.33866,0.32834,0.32698,0.33549,0.35466,0.38518,0.42752,0.48201,0.54871,0.62742,0.71765,0.81854,0.92888,1.0471,1.1711,1.2986,1.427,1.5534,1.6746,1.7876,1.8894,1.977,2.0479,2.1,2.1317,2.1421
1.7179e-05,2.1048e-05,2.5581e-05,3.0866e-05,3.7008e-05,4.4151e-05,5.2493e-05,6.2323e-05,7.4071e-05,8.8368e-05,0.00010615,0.00012876,0.00015815,0.00019707,0.00024936,0.0003203,0.00041707,0.00054931,0.00072977,0.00097517,0.0013071,0.0017534,0.002349,0.003138,0.0041747,0.005526,0.0072727,0.0095117,0.012358,0.015945,0.020428,0.025983,0.032807,0.041116,0.051143,0.063136,0.077347,0.094028,0.11342,0.13574,0.16116,0.1898,0.22173,0.2569,0.29518,0.33631,0.37992,0.42549,0.47239,0.51984,0.56698,0.61284,0.65643,0.69669,0.73261,0.76325,0.78775,0.80541,0.81572,0.81835,0.81324,0.80054,0.78066,0.75424,0.72211,0.6853,0.64499,0.60247,0.5591,0.51629,0.47546,0.43801,0.40531,0.37866,0.35929,0.34836,0.34694,0.35598,0.37632,0.40866,0.45352,0.51121,0.5818,0.6651,0.76055,0.86725,0.98392,1.1088,1.2399,1.3747,1.5104,1.6438,1.7719,1.8912,1.9986,2.0911,2.1659,2.2208,2.2542,2.2649
2.6827e-05,3.2829e-05,3.9838e-05,4.7966e-05,5.7349e-05,6.816e-05,8.0638e-05,9.5126e-05,0.00011213,0.00013241,0.00015707,0.00018773,0.00022675,0.00027743,0.00034441,0.00043405,0.00055499,0.00071875,0.00094057,0.0012403,0.0016434,0.0021825,0.0028983,0.0038416,0.0050749,0.0066741,0.0087302,0.011352,0.014665,0.018818,0.023978,0.030335,0.038098,0.047495,0.058772,0.072181,0.087983,0.10643,0.12776,0.15218,0.17986,0.21091,0.24536,0.28314,0.32408,0.36791,0.41419,0.46238,0.51178,0.56159,0.6109,0.65869,0.70392,0.7455,0.78241,0.81365,0.83837,0.85585,0.86558,0.86726,0.86083,0.84648,0.82466,0.79605,0.76154,0.72221,0.67931,0.63418,0.58826,0.54303,0.49995,0.46049,0.42608,0.39807,0.37774,0.3663,0.36486,0.3744,0.3958,0.42976,0.47684,0.53735,0.61137,0.69866,0.79864,0.91039,1.0325,1.1633,1.3004,1.4414,1.5833,1.7228,1.8567,1.9814,2.0936,2.1901,2.2681,2.3254,2.3601,2.3711
4.1494e-05,5.0729e-05,6.148e-05,7.3897e-05,8.815e-05,0.00010445,0.00012307,0.00014441,0.00016906,0.0001979,0.00023224,0.00027401,0.00032599,0.00039214,0.00047802,0.00059126,0.00074217,0.00094456,0.0012165,0.0015816,0.0020699,0.0027194,0.0035778,0.0047037,0.0061686,0.0080589,0.010477,0.013544,0.017401,0.022207,0.028145,0.035417,0.044246,0.054871,0.067543,0.082523,0.10007,0.12043,0.14384,0.1705,0.20054,0.23406,0.27106,0.31143,0.35497,0.40136,0.45013,0.50068,0.55228,0.60408,0.65513,0.70438,0.75075,0.79314,0.8305,0.86183,0.88627,0.90312,0.91187,0.91224,0.90421,0.88801,0.86412,0.83326,0.79638,0.75462,0.70928,0.66174,0.61351,0.5661,0.52104,0.47984,0.44397,0.41481,0.39371,0.38188,0.38046,0.39047,0.41281,0.44819,0.49716,0.56006,0.63693,0.72754,0.83128,0.94716,1.0738,1.2093,1.3513,1.4973,1.6442,1.7886,1.927,2.056,2.1719,2.2716,2.3521,2.4111,2.4467,2.4579
6.356e-05,7.7647e-05,9.4005e-05,0.00011283,0.00013434,0.00015878,0.00018647,0.00021785,0.00025359,0.00029469,0.00034267,0.00039975,0.00046923,0.00055579,0.00066602,0.00080901,0.00099705,0.0012465,0.001579,0.0020222,0.0026116,0.0033918,0.004418,0.0057583,0.0074945,0.0097248,0.012565,0.016149,0.020633,0.026193,0.033023,0.041342,0.051381,0.063391,0.077627,0.094352,0.11382,0.13628,0.16193,0.19096,0.22349,0.25956,0.29915,0.3421,0.38817,0.43698,0.48803,0.54066,0.59411,0.64748,0.69979,0.74997,0.79693,0.83955,0.87677,0.9076,0.93121,0.9469,0.95421,0.95288,0.94294,0.92464,0.89853,0.86536,0.82614,0.78205,0.73441,0.68469,0.6344,0.58511,0.53837,0.49574,0.45869,0.42866,0.40698,0.3949,0.39359,0.40405,0.4272,0.46377,0.5143,0.5791,0.65824,0.75143,0.85805,0.97708,1.1071,1.2461,1.3918,1.5414,1.6919,1.8398,1.9815,2.1134,2.2319,2.3337,2.4159,2.4759,2.512,2.523
9.6412e-05,0.00011771,0.00014238,0.00017071,0.00020294,0.00023937,0.00028035,0.00032635,0.0003781,0.00043671,0.00050386,0.00058212,0.00067528,0.00078882,0.00093048,0.001111,0.0013449,0.0016516,0.0020565,0.0025924,0.0033009,0.0042342,0.0054566,0.0070464,0.0090977,0.011722,0.01505,0.019232,0.024439,0.030863,0.038714,0.048224,0.059637,0.073208,0.089199,0.10787,0.12946,0.15421,0.1823,0.21388,0.24903,0.28776,0.32998,0.37551,0.42404,0.47514,0.52824,0.58266,0.63759,0.69209,0.74515,0.7957,0.84262,0.88483,0.92126,0.95097,0.97312,0.98709,0.99245,0.98898,0.97677,0.95611,0.9276,0.89206,0.8505,0.80417,0.75442,0.70274,0.65068,0.59983,0.55175,0.50801,0.47011,0.43949,0.41747,0.40534,0.40422,0.41515,0.43901,0.47654,0.52827,0.5945,0.67526,0.77026,0.87885,0.99997,1.1321,1.2734,1.4213,1.5732,1.7258,1.8756,2.0191,2.1526,2.2725,2.3753,2.4582,2.5185,2.5545,2.5651
