0.94185,1.0369,1.1301,1.2195,1.3028,1.3781,1.4436,1.4976,1.5391,1.5673,1.5819,1.5833,1.5724,1.5507,1.5202,1.4834,1.4431,1.4024,1.3646,1.3328,1.3102,1.2996,1.3034,1.3234,1.361,1.4165,1.4899,1.5801,1.6852,1.8028,1.9297,2.0621,2.1958,2.3264,2.4495,2.5607,2.6559,2.7314,2.7844,2.8125,2.8144,2.7896,2.7384,2.6622,2.5628,2.4431,2.3063,2.1558,1.9954,1.829,1.6601,1.4922,1.3283,1.171,1.0225,0.88423,0.75745,0.64273,0.54029,0.44995,0.37127,0.30355,0.24594,0.19748,0.15717,0.124,0.096988,0.075221,0.057859,0.044146,0.033423,0.025116,0.018742,0.013897,0.010246,0.0075199,0.0055013,0.0040189,0.0029385,0.0021566,0.0015941,0.0011912,0.00090315,0.00069708,0.00054889,0.0004412,0.00036163,0.00030149,0.00025476,0.00021732,0.00018642,0.00016026,0.00013766,0.00011788,0.00010044,8.5036e-05,7.1467e-05,5.9575e-05,4.9232e-05,4.0315e-05
0.98024,1.0792,1.1762,1.2692,1.3559,1.4344,1.5027,1.5592,1.6027,1.6325,1.6483,1.6506,1.6404,1.6193,1.5894,1.5534,1.5143,1.4754,1.4402,1.4121,1.3944,1.3902,1.4019,1.4316,1.4805,1.5492,1.6374,1.7439,1.8666,2.0028,2.1489,2.3007,2.4537,2.6029,2.7433,2.8701,2.9788,3.0653,3.1263,3.1594,3.1629,3.1364,3.0803,2.996,2.8857,2.7524,2.5997,2.4316,2.2522,2.0659,1.8767,1.6884,1.5044,1.3277,1.1606,1.005,0.86208,0.73262,0.61685,0.51463,0.42545,0.34857,0.28305,0.22783,0.1818,0.14383,0.11284,0.087799,0.06777,0.051904,0.039456,0.029782,0.022332,0.016648,0.012348,0.0091243,0.0067269,0.0049582,0.0036629,0.0027205,0.0020385,0.0015467,0.0011924,0.00093644,0.00075026,0.00061304,0.00050997,0.00043059,0.00036765,0.00031622,0.00027299,0.0002358,0.00020327,0.00017451,0.00014897,0.00012629,0.00010624,8.8626e-05,7.3275e-05,6.0025e-05
1.0175,1.1202,1.2209,1.3174,1.4075,1.489,1.56,1.6189,1.6644,1.6957,1.7128,1.7161,1.7067,1.6862,1.6571,1.622,1.5844,1.5476,1.5153,1.4913,1.4789,1.4815,1.5017,1.5416,1.6025,1.685,1.7887,1.9123,2.0534,2.2091,2.3753,2.5475,2.7206,2.8892,3.0479,3.1912,3.3141,3.4123,3.4821,3.5207,3.5264,3.4986,3.4377,3.3454,3.2241,3.0771,2.9084,2.7223,2.5235,2.3168,2.1066,1.8972,1.6924,1.4954,1.309,1.1352,0.97529,0.83026,0.70038,0.58549,0.4851,0.39838,0.32431,0.26175,0.20948,0.16625,0.13086,0.10219,0.079178,0.060891,0.046494,0.035263,0.026582,0.01993,0.014879,0.011074,0.0082319,0.0061252,0.0045745,0.0034401,0.0026141,0.0020142,0.0015784,0.0012605,0.0010264,0.00085137,0.00071763,0.00061269,0.00052784,0.0004572,0.00039682,0.00034414,0.00029753,0.00025598,0.00021886,0.00018576,0.00015639,0.00013054,0.00010797,8.8475e-05
1.0543,1.1606,1.2649,1.3648,1.4582,1.5427,1.6164,1.6776,1.725,1.758,1.7763,1.7805,1.7719,1.7522,1.7238,1.6899,1.6538,1.6192,1.5901,1.5703,1.5636,1.5733,1.6022,1.6527,1.726,1.8227,1.9424,2.0835,2.2436,2.4193,2.6062,2.7995,2.9934,3.1821,3.3597,3.5202,3.6581,3.7687,3.8478,3.8926,3.901,3.8724,3.8073,3.7074,3.5753,3.4148,3.2301,3.026,2.8077,2.5803,2.3488,2.1179,1.8917,1.674,1.4676,1.2748,1.0973,0.93594,0.7912,0.66294,0.55061,0.45338,0.37013,0.29964,0.24057,0.19158,0.15135,0.11865,0.092315,0.07131,0.054708,0.041707,0.031615,0.023851,0.017927,0.013446,0.010082,0.0075769,0.0057231,0.0043592,0.0033598,0.0026287,0.002093,0.0016981,0.0014036,0.0011801,0.0010064,0.0008676,0.00075325,0.00065635,0.00057225,0.00049796,0.0004316,0.000372,0.00031847,0.00027056,0.00022795,0.00019036,0.00015751,0.0001291
1.0912,1.2012,1.309,1.4124,1.509,1.5965,1.6728,1.7363,1.7856,1.8201,1.8397,1.8449,1.837,1.818,1.7905,1.7576,1.7231,1.6908,1.6648,1.6493,1.6483,1.6651,1.7029,1.764,1.8498,1.9609,2.0967,2.2556,2.4349,2.6309,2.8389,3.0535,3.2686,3.478,3.6749,3.8532,4.0067,4.1303,4.2195,4.271,4.2828,4.2541,4.1854,4.0784,3.9362,3.7626,3.5623,3.3406,3.1029,2.855,2.6021,2.3496,2.1019,1.863,1.6362,1.424,1.2282,1.05,0.88973,0.74741,0.62248,0.51406,0.42098,0.34194,0.27549,0.22021,0.17466,0.13749,0.10745,0.083394,0.064302,0.049287,0.037581,0.028535,0.021602,0.016332,0.012358,0.0093828,0.0071699,0.0055324,0.0043247,0.0034347,0.0027768,0.0022865,0.0019162,0.0016308,0.0014052,0.0012216,0.0010676,0.00093503,0.00081838,0.00071418,0.00062031,0.00053548,0.00045894,0.00039022,0.00032895,0.00027482,0.00022747,0.00018648
1.1291,1.2427,1.3541,1.4609,1.5607,1.6512,1.7302,1.7959,1.8471,1.8831,1.9039,1.91,1.9028,1.8844,1.8576,1.8258,1.7927,1.7625,1.7396,1.7283,1.7327,1.7566,1.8031,1.8746,1.9728,2.0981,2.2499,2.4264,2.6248,2.841,3.0701,3.3061,3.5426,3.7727,3.9894,4.1858,4.3554,4.4925,4.5924,4.6515,4.6675,4.6395,4.5681,4.455,4.3035,4.1177,3.9026,3.6639,3.4074,3.1394,2.8656,2.5915,2.3223,2.0622,1.8148,1.5829,1.3684,1.1728,0.99645,0.83944,0.70125,0.58097,0.47741,0.38916,0.31473,0.25258,0.20118,0.15907,0.1249,0.097411,0.075506,0.058201,0.04465,0.034128,0.026028,0.019842,0.015154,0.011627,0.0089902,0.0070276,0.0055708,0.0044889,0.0036819,0.0030738,0.0026084,0.0022442,0.0019513,0.0017088,0.001502,0.0013212,0.0011602,0.001015,0.00088317,0.0007634,0.00065491,0.00055723,0.00046998,0.00039279,0.00032519,0.00026665
1.1684,1.2857,1.4008,1.5111,1.6142,1.7077,1.7893,1.8573,1.9104,1.9479,1.9697,1.9766,1.97,1.9521,1.9259,1.8949,1.863,1.8347,1.8146,1.8071,1.8166,1.8471,1.9019,1.9835,2.0936,2.2326,2.3999,2.5936,2.8107,3.0468,3.2965,3.5538,3.8115,4.0624,4.2988,4.5135,4.6996,4.8508,4.9621,5.0295,5.0507,5.0244,4.9514,4.8334,4.6738,4.4769,4.2482,3.9936,3.7193,3.432,3.1379,2.843,2.5526,2.2715,2.0035,1.7517,1.5183,1.3048,1.1119,0.93965,0.78756,0.65475,0.54001,0.44188,0.35882,0.28917,0.23134,0.18377,0.14499,0.11366,0.088577,0.068672,0.053013,0.040799,0.031351,0.024103,0.018584,0.014412,0.011275,0.008928,0.0071742,0.0058619,0.0048738,0.0041209,0.0035368,0.0030726,0.002693,0.0023733,0.0020965,0.0018512,0.0016302,0.0014292,0.0012455,0.0010778,0.00092539,0.00078784,0.00066478,0.00055576,0.00046023,0.00037744
1.2097,1.3309,1.4497,1.5636,1.6701,1.7665,1.8508,1.9211,1.976,2.0149,2.0377,2.0452,2.0391,2.0215,1.9956,1.9651,1.9341,1.9073,1.8895,1.8853,1.8995,1.936,1.9984,2.0894,2.2106,2.3626,2.5447,2.7549,2.9899,3.2451,3.515,3.7928,4.0713,4.3426,4.5988,4.8319,5.0346,5.2004,5.3237,5.4004,5.4278,5.4046,5.3313,5.2099,5.0437,4.8374,4.5966,4.3275,4.0369,3.7316,3.4183,3.1033,2.7925,2.4908,2.2024,1.9308,1.6783,1.4467,1.2368,1.0487,0.88209,0.73608,0.60944,0.50073,0.40832,0.33052,0.26562,0.212,0.16809,0.13246,0.1038,0.080947,0.062886,0.048734,0.037738,0.029262,0.022779,0.017855,0.014134,0.011334,0.0092289,0.0076411,0.0064342,0.0055041,0.0047725,0.0041821,0.0036914,0.0032713,0.0029022,0.002571,0.0022697,0.0019934,0.0017395,0.0015068,0.0012947,0.0011028,0.00093089,0.00077846,0.00064477,0.00052886
1.2535,1.3786,1.5013,1.6188,1.7286,1.8282,1.9151,1.9876,2.0443,2.0844,2.1082,2.1162,2.1102,2.0927,2.0668,2.0364,2.0059,1.9801,1.964,1.9626,1.9806,2.0224,2.0917,2.1911,2.3225,2.4865,2.6823,2.9078,3.1596,3.433,3.722,4.0197,4.3182,4.6095,4.8849,5.1364,5.356,5.5367,5.6728,5.7598,5.7945,5.7758,5.7039,5.5809,5.4101,5.1963,4.9454,4.6637,4.3585,4.0368,3.7057,3.3719,3.0415,2.72,2.4118,2.1205,1.849,1.5991,1.3718,1.1674,0.98559,0.82568,0.68642,0.56636,0.46385,0.37716,0.30452,0.24422,0.19461,0.15416,0.12147,0.095291,0.074503,0.058141,0.045371,0.035486,0.027892,0.022096,0.017697,0.014368,0.011848,0.0099332,0.0084637,0.0073178,0.006404,0.0056551,0.0050226,0.0044729,0.0039832,0.0035387,0.0031306,0.0027538,0.0024059,0.0020858,0.0017933,0.0015283,0.0012905,0.0010794,0.0008942,0.00073354
1.2998,1.429,1.5556,1.6769,1.7901,1.8926,1.9822,2.0568,2.1152,2.1566,2.181,2.1893,2.1833,2.1654,2.1392,2.1084,2.0779,2.0526,2.0376,2.0381,2.0592,2.1053,2.1803,2.2871,2.4275,2.6022,2.8104,3.05,3.3173,3.6075,3.9145,4.2308,4.5485,4.8589,5.1532,5.4227,5.6593,5.8555,6.0051,6.1033,6.1468,6.1342,6.0657,5.9431,5.7699,5.551,5.2922,5.0003,4.6826,4.3465,3.9994,3.6483,3.2997,2.9592,2.6318,2.3214,2.0309,1.7626,1.5175,1.2963,1.0988,0.92429,0.77164,0.63943,0.52602,0.42966,0.34854,0.28087,0.22494,0.17912,0.14191,0.11198,0.088113,0.069244,0.054456,0.042961,0.034093,0.027297,0.022114,0.018171,0.015167,0.012867,0.011084,0.0096772,0.0085396,0.0075929,0.0067809,0.0060648,0.0054186,0.004826,0.0042774,0.0037678,0.0032951,0.0028589,0.0024593,0.0020966,0.0017709,0.0014816,0.0012276,0.0010072
